continent,country_clean,ISO_A,year,sector,indicator,indicator_group,age_group,education_level,HDI_2023,avg_m,avg_f,gap_abs,gap_pct,rows_count
"North America","El Salvador",SLV_A,2014,Other,Employment,Employment,"Senior (55+)","Not stated",0.678,106.54800000000002,70.85571428571428,35.69228571428573,33.498785255739875,14
"North America","El Salvador",SLV_A,2013,Other,Employment,Employment,"Child (<15)","Not stated",0.678,1511.128,1118.379,392.749,25.990452165534624,2
"North America","El Salvador",SLV_A,2013,Other,Employment,Employment,"Adults (25-54)","Not stated",0.678,378.7677272727273,308.97072727272734,69.79699999999997,18.427388337059522,22
"North America","El Salvador",SLV_A,2013,Other,Employment,Employment,"Youth (15-24)","Not stated",0.678,462.05520000000007,305.6991999999999,156.35600000000017,33.83924691249014,10
"North America","El Salvador",SLV_A,2013,Other,Employment,Employment,"Senior (55+)","Not stated",0.678,109.82314285714286,70.25528571428572,39.567857142857136,36.028705893371416,14
"North America","El Salvador",SLV_A,2023,Other,Unemployment,Unemployment,"Child (<15)","Not stated",0.678,46.697,44.198,2.4990000000000023,5.351521511017843,2
"North America","El Salvador",SLV_A,2023,Other,Unemployment,Unemployment,"Adults (25-54)","Not stated",0.678,11.26209090909091,10.845454545454546,0.41663636363636414,3.6994583599041073,22
"North America","El Salvador",SLV_A,2023,Other,Unemployment,Unemployment,"Youth (15-24)","Not stated",0.678,17.2552,17.1102,0.14499999999999957,0.8403263943622767,10
"North America","El Salvador",SLV_A,2023,Other,Unemployment,Unemployment,"Senior (55+)","Not stated",0.678,2.75475,0.995,1.75975,63.880569924675555,6
"North America","El Salvador",SLV_A,2022,Other,Unemployment,Unemployment,"Child (<15)","Not stated",0.678,47.475,40.951,6.524000000000001,13.741969457609269,2
"North America","El Salvador",SLV_A,2022,Other,Unemployment,Unemployment,"Adults (25-54)","Not stated",0.678,11.571090909090907,9.076727272727272,2.4943636363636355,21.556858000345684,22
"North America","El Salvador",SLV_A,2022,Other,Unemployment,Unemployment,"Youth (15-24)","Not stated",0.678,17.978,17.5796,0.3984000000000023,2.2160418289020036,10
"North America","El Salvador",SLV_A,2022,Other,Unemployment,Unemployment,"Senior (55+)","Not stated",0.678,1.72325,NULL,NULL,NULL,4
"North America","El Salvador",SLV_A,2021,Other,Unemployment,Unemployment,"Child (<15)","Not stated",0.678,67.554,57.493,10.061,14.893270568730198,2
"North America","El Salvador",SLV_A,2021,Other,Unemployment,Unemployment,"Adults (25-54)","Not stated",0.678,15.640818181818183,13.327181818181815,2.313636363636368,14.792297543141805,22
"North America","El Salvador",SLV_A,2021,Other,Unemployment,Unemployment,"Youth (15-24)","Not stated",0.678,25.806,23.623199999999997,2.182800000000004,8.45849802371543,10
"North America","El Salvador",SLV_A,2021,Other,Unemployment,Unemployment,"Senior (55+)","Not stated",0.678,2.515857142857143,0.715,1.8008571428571432,71.58026233603998,9
"North America","El Salvador",SLV_A,2020,Other,Unemployment,Unemployment,"Child (<15)","Not stated",0.678,79.498,64.745,14.753,18.557699564768924,2
"North America","El Salvador",SLV_A,2020,Other,Unemployment,Unemployment,"Adults (25-54)","Not stated",0.678,18.416272727272723,17.051099999999998,1.365172727272725,7.4128611554010915,21
"North America","El Salvador",SLV_A,2020,Other,Unemployment,Unemployment,"Youth (15-24)","Not stated",0.678,30.443800000000003,26.2568,4.187000000000005,13.75321083438994,10
"North America","El Salvador",SLV_A,2020,Other,Unemployment,Unemployment,"Senior (55+)","Not stated",0.678,2.341285714285714,0,2.341285714285714,100,8
"North America","El Salvador",SLV_A,2019,Other,Unemployment,Unemployment,"Child (<15)","Not stated",0.678,71.301,55.243,16.058,22.521423261945834,2
"North America","El Salvador",SLV_A,2019,Other,Unemployment,Unemployment,"Adults (25-54)","Not stated",0.678,16.12690909090909,13.668900000000002,2.458009090909089,15.241662720692675,21
"North America","El Salvador",SLV_A,2019,Other,Unemployment,Unemployment,"Youth (15-24)","Not stated",0.678,28.4098,23.470399999999994,4.939400000000006,17.386254039099207,10
"North America","El Salvador",SLV_A,2019,Other,Unemployment,Unemployment,"Senior (55+)","Not stated",0.678,2.5144285714285712,0.4064,2.108028571428571,83.83728197261519,12
"North America","El Salvador",SLV_A,2018,Other,Unemployment,Unemployment,"Child (<15)","Not stated",0.678,72.069,45.365,26.704,37.05337940029694,2
"North America","El Salvador",SLV_A,2018,Other,Unemployment,Unemployment,"Adults (25-54)","Not stated",0.678,16.97481818181818,9.923909090909092,7.050909090909087,41.53746458658011,22
"North America","El Salvador",SLV_A,2018,Other,Unemployment,Unemployment,"Youth (15-24)","Not stated",0.678,28.3752,19.9536,8.421599999999998,29.679438382813156,10
"North America","El Salvador",SLV_A,2018,Other,Unemployment,Unemployment,"Senior (55+)","Not stated",0.678,1.566857142857143,NULL,NULL,NULL,7
"North America","El Salvador",SLV_A,2017,Other,Unemployment,Unemployment,"Child (<15)","Not stated",0.678,78.604,47.61,30.994,39.43056333011043,2
"North America","El Salvador",SLV_A,2017,Other,Unemployment,Unemployment,"Adults (25-54)","Not stated",0.678,18.02318181818182,10.318363636363634,7.704818181818185,42.74948929409096,22
"North America","El Salvador",SLV_A,2017,Other,Unemployment,Unemployment,"Youth (15-24)","Not stated",0.678,30.4512,20.985400000000002,9.465799999999998,31.08514606977721,10
"North America","El Salvador",SLV_A,2017,Other,Unemployment,Unemployment,"Senior (55+)","Not stated",0.678,2.613428571428571,0,2.613428571428571,100,10
"North America","El Salvador",SLV_A,2016,Other,Unemployment,Unemployment,"Child (<15)","Not stated",0.678,80.117,45.941,34.176,42.65761324063557,2
"North America","El Salvador",SLV_A,2016,Other,Unemployment,Unemployment,"Adults (25-54)","Not stated",0.678,17.349636363636368,11.03381818181818,6.315818181818187,36.4031732391562,22
"North America","El Salvador",SLV_A,2016,Other,Unemployment,Unemployment,"Youth (15-24)","Not stated",0.678,31.9826,18.7548,13.227800000000002,41.359364154258884,10
"North America","El Salvador",SLV_A,2016,Other,Unemployment,Unemployment,"Senior (55+)","Not stated",0.678,3.3621428571428567,0,3.3621428571428567,100,8
"North America","El Salvador",SLV_A,2015,Other,Unemployment,Unemployment,"Child (<15)","Not stated",0.678,71.305,39.773,31.532000000000004,44.22130285393731,2
"North America","El Salvador",SLV_A,2015,Other,Unemployment,Unemployment,"Adults (25-54)","Not stated",0.678,16.128636363636364,9.678799999999999,6.449836363636365,39.98996702646338,21
"North America","El Salvador",SLV_A,2015,Other,Unemployment,Unemployment,"Youth (15-24)","Not stated",0.678,28.0254,16.5732,11.452200000000001,40.86364512192511,10
"North America","El Salvador",SLV_A,2015,Other,Unemployment,Unemployment,"Senior (55+)","Not stated",0.678,2.282571428571429,1.04,1.2425714285714289,54.43735135811741,9
"North America","El Salvador",SLV_A,2014,Other,Unemployment,Unemployment,"Child (<15)","Not stated",0.678,78.228,36.368,41.85999999999999,53.51025208365291,2
"North America","El Salvador",SLV_A,2014,Other,Unemployment,Unemployment,"Adults (25-54)","Not stated",0.678,16.931636363636365,8.203545454545454,8.728090909090911,51.54900992225421,22
"North America","El Salvador",SLV_A,2014,Other,Unemployment,Unemployment,"Youth (15-24)","Not stated",0.678,32.7566,15.633200000000002,17.123399999999997,52.27465609983941,10
"North America","El Salvador",SLV_A,2014,Other,Unemployment,Unemployment,"Senior (55+)","Not stated",0.678,2.1852857142857145,0,2.1852857142857145,100,11
"North America","El Salvador",SLV_A,2013,Other,Unemployment,Unemployment,"Child (<15)","Not stated",0.678,62.287,38.532,23.755000000000003,38.137974216128576,2
"North America","El Salvador",SLV_A,2013,Other,Unemployment,Unemployment,"Adults (25-54)","Not stated",0.678,13.648363636363637,8.224909090909092,5.423454545454545,39.73703141235712,22
"North America","El Salvador",SLV_A,2013,Other,Unemployment,Unemployment,"Youth (15-24)","Not stated",0.678,26.176599999999997,17.4692,8.707399999999996,33.26406026756721,10
"North America","El Salvador",SLV_A,2013,Other,Unemployment,Unemployment,"Senior (55+)","Not stated",0.678,1.8544285714285713,NULL,NULL,NULL,7
"South America",Colombia,COL_A,2023,Other,"Labour Force","Labour Force","Child (<15)","Less than basic",0.788,1328.0136666666667,585.8866666666667,742.1270000000001,55.882482133090505,6
"South America",Colombia,COL_A,2023,Other,"Labour Force","Labour Force","Child (<15)",Basic,0.788,3444.7275,1787.804,1656.9234999999999,48.100277888454166,4
"South America",Colombia,COL_A,2023,Other,"Labour Force","Labour Force","Child (<15)",Intermediate,0.788,3639.702333333333,2654.3013333333333,985.4009999999998,27.073670035470847,6
"South America",Colombia,COL_A,2023,Other,"Labour Force","Labour Force","Child (<15)",Advanced,0.788,1203.8798333333334,1349.8655,-145.9856666666667,-12.126265647498874,12
"South America",Colombia,COL_A,2023,Other,"Labour Force","Labour Force","Adults (25-54)","Less than basic",0.788,484.34506666666664,213.89126666666664,270.4538,55.83907396049318,30
"South America",Colombia,COL_A,2023,Other,"Labour Force","Labour Force","Adults (25-54)",Basic,0.788,1466.368,783.7949000000001,682.5730999999998,46.54855397826466,20
"South America",Colombia,COL_A,2023,Other,"Labour Force","Labour Force","Adults (25-54)",Intermediate,0.788,1705.545333333334,1261.4371333333331,444.1082000000008,26.039073328647998,30
"South America",Colombia,COL_A,2023,Other,"Labour Force","Labour Force","Adults (25-54)",Advanced,0.788,612.2495333333333,700.9747333333329,-88.72519999999963,-14.49167294860053,60
"South America",Colombia,COL_A,2023,Other,"Labour Force","Labour Force","Adults (25-54)","Not stated",0.788,0.091,0.224,-0.133,-146.15384615384616,4
"South America",Colombia,COL_A,2023,Other,"Labour Force","Labour Force","Youth (15-24)","Less than basic",0.788,357.7409166666667,151.97708333333335,205.76383333333334,57.51755635072029,24
"South America",Colombia,COL_A,2023,Other,"Labour Force","Labour Force","Youth (15-24)",Basic,0.788,1138.464375,550.874125,587.59025,51.61252849918997,16
"South America",Colombia,COL_A,2023,Other,"Labour Force","Labour Force","Youth (15-24)",Intermediate,0.788,1296.5685833333334,950.8221666666669,345.7464166666665,26.66626517957045,24
"South America",Colombia,COL_A,2023,Other,"Labour Force","Labour Force","Youth (15-24)",Advanced,0.788,401.24719047619044,465.26438095238086,-64.01719047619042,-15.954551706696407,42
"South America",Colombia,COL_A,2023,Other,"Labour Force","Labour Force","Senior (55+)","Less than basic",0.788,296.33316666666667,138.9925,157.34066666666666,53.09586788294032,24
"South America",Colombia,COL_A,2023,Other,"Labour Force","Labour Force","Senior (55+)",Basic,0.788,411.25675,226.2665,184.99025,44.9816933095931,16
"South America",Colombia,COL_A,2023,Other,"Labour Force","Labour Force","Senior (55+)",Intermediate,0.788,192.2275,116.40283333333332,75.82466666666667,39.445275346486156,24
"South America",Colombia,COL_A,2023,Other,"Labour Force","Labour Force","Senior (55+)",Advanced,0.788,77.63466666666666,61.671250000000015,15.963416666666646,20.56222735547691,48
"South America",Colombia,COL_A,2022,Other,"Labour Force","Labour Force","Child (<15)","Less than basic",0.788,1356.986,565.6806666666666,791.3053333333335,58.313448578934,6
"South America",Colombia,COL_A,2022,Other,"Labour Force","Labour Force","Child (<15)",Basic,0.788,3445.2005,1760.7579999999998,1684.4425,48.89243746481519,4
"South America",Colombia,COL_A,2022,Other,"Labour Force","Labour Force","Child (<15)",Intermediate,0.788,3558.2306666666664,2564.742333333333,993.4883333333332,27.92085242365775,6
"South America",Colombia,COL_A,2022,Other,"Labour Force","Labour Force","Child (<15)",Advanced,0.788,1150.3371666666667,1300.7980000000002,-150.46083333333354,-13.079715903583647,12
"South America",Colombia,COL_A,2022,Other,"Labour Force","Labour Force","Child (<15)","Not stated",0.788,0.433,NULL,NULL,NULL,2
"South America",Colombia,COL_A,2022,Other,"Labour Force","Labour Force","Adults (25-54)","Less than basic",0.788,505.9457333333332,212.95879999999997,292.98693333333324,57.908766500122674,30
"South America",Colombia,COL_A,2022,Other,"Labour Force","Labour Force","Adults (25-54)",Basic,0.788,1475.8020000000001,789.4235000000001,686.3785,46.50884739280743,20
"South America",Colombia,COL_A,2022,Other,"Labour Force","Labour Force","Adults (25-54)",Intermediate,0.788,1668.0355333333334,1221.7827333333335,446.2528,26.753195065828532,30
"South America",Colombia,COL_A,2022,Other,"Labour Force","Labour Force","Adults (25-54)",Advanced,0.788,583.0924333333332,674.1182000000002,-91.02576666666698,-15.610863983657763,60
"South America",Colombia,COL_A,2022,Other,"Labour Force","Labour Force","Adults (25-54)","Not stated",0.788,0.423,0.016,0.407,96.2174940898345,4
"South America",Colombia,COL_A,2022,Other,"Labour Force","Labour Force","Youth (15-24)","Less than basic",0.788,367.6808333333333,147.79658333333336,219.88424999999992,59.80302209570346,24
"South America",Colombia,COL_A,2022,Other,"Labour Force","Labour Force","Youth (15-24)",Basic,0.788,1145.16075,544.21175,600.949,52.47726138011628,16
"South America",Colombia,COL_A,2022,Other,"Labour Force","Labour Force","Youth (15-24)",Intermediate,0.788,1279.4203333333332,923.6615833333334,355.75874999999985,27.80624480721868,24
"South America",Colombia,COL_A,2022,Other,"Labour Force","Labour Force","Youth (15-24)",Advanced,0.788,384.22585714285714,451.8041428571428,-67.57828571428564,-17.58816707881263,42
"South America",Colombia,COL_A,2022,Other,"Labour Force","Labour Force","Youth (15-24)","Not stated",0.788,0.228,NULL,NULL,NULL,2
"South America",Colombia,COL_A,2022,Other,"Labour Force","Labour Force","Senior (55+)","Less than basic",0.788,291.0493333333334,125.78766666666667,165.2616666666667,56.78132458643896,24
"South America",Colombia,COL_A,2022,Other,"Labour Force","Labour Force","Senior (55+)",Basic,0.788,398.189,203.06074999999998,195.12825000000004,49.00392778303771,16
"South America",Colombia,COL_A,2022,Other,"Labour Force","Labour Force","Senior (55+)",Intermediate,0.788,176.63066666666666,104.84750000000003,71.78316666666663,40.640262544065564,24
"South America",Colombia,COL_A,2022,Other,"Labour Force","Labour Force","Senior (55+)",Advanced,0.788,83.46772727272729,57.957499999999975,25.510227272727313,30.562982971099377,46
"South America",Colombia,COL_A,2021,Other,"Labour Force","Labour Force","Child (<15)","Less than basic",0.788,320.1123333333333,186.519,133.5933333333333,41.73326655122108,5
"South America",Colombia,COL_A,2021,Other,"Labour Force","Labour Force","Child (<15)",Basic,0.788,4295.016,2038.8870000000002,2256.1289999999995,52.529001056107816,4
"South America",Colombia,COL_A,2021,Other,"Labour Force","Labour Force","Child (<15)",Intermediate,0.788,3879.44,2679.3676666666665,1200.0723333333335,30.934164037421212,6
"South America",Colombia,COL_A,2021,Other,"Labour Force","Labour Force","Child (<15)",Advanced,0.788,3499.867,3747.247,-247.37999999999965,-7.06826859420657,4
"South America",Colombia,COL_A,2021,Other,"Labour Force","Labour Force","Child (<15)","Not stated",0.788,1.63,1.582,0.04799999999999982,2.944785276073609,4
"South America",Colombia,COL_A,2021,Other,"Labour Force","Labour Force","Adults (25-54)","Less than basic",0.788,148.96800000000005,55.27063636363636,93.69736363636369,62.89764488773674,22
"South America",Colombia,COL_A,2021,Other,"Labour Force","Labour Force","Adults (25-54)",Basic,0.788,1826.98,887.7976999999998,939.1823000000002,51.40627155196007,20
"South America",Colombia,COL_A,2021,Other,"Labour Force","Labour Force","Adults (25-54)",Intermediate,0.788,1803.137,1265.5418000000002,537.5951999999997,29.814440056412785,30
"South America",Colombia,COL_A,2021,Other,"Labour Force","Labour Force","Adults (25-54)",Advanced,0.788,1714.8546000000001,1861.9262000000003,-147.07160000000022,-8.5763306113533,20
"South America",Colombia,COL_A,2021,Other,"Labour Force","Labour Force","Adults (25-54)","Not stated",0.788,1.07375,0.843,0.23075,21.490104772991852,12
"South America",Colombia,COL_A,2021,Other,"Labour Force","Labour Force","Youth (15-24)","Less than basic",0.788,113.82944444444443,47.65225000000001,66.17719444444442,58.137149634199304,17
"South America",Colombia,COL_A,2021,Other,"Labour Force","Labour Force","Youth (15-24)",Basic,0.788,1309.97675,588.6077499999999,721.3690000000001,55.067313217581926,16
"South America",Colombia,COL_A,2021,Other,"Labour Force","Labour Force","Youth (15-24)",Intermediate,0.788,1406.5022500000002,967.117666666667,439.38458333333324,31.239522249845898,24
"South America",Colombia,COL_A,2021,Other,"Labour Force","Labour Force","Youth (15-24)",Advanced,0.788,1135.21975,1260.04925,-124.82950000000005,-10.996064858808179,16
"South America",Colombia,COL_A,2021,Other,"Labour Force","Labour Force","Youth (15-24)","Not stated",0.788,0.48424999999999996,1.21,-0.72575,-149.87093443469283,10
"South America",Colombia,COL_A,2021,Other,"Labour Force","Labour Force","Senior (55+)","Less than basic",0.788,118.3435,51.876000000000005,66.4675,56.16489287540084,16
"South America",Colombia,COL_A,2021,Other,"Labour Force","Labour Force","Senior (55+)",Basic,0.788,597.178,297.41375,299.76425,50.19680061891094,16
"South America",Colombia,COL_A,2021,Other,"Labour Force","Labour Force","Senior (55+)",Intermediate,0.788,200.14683333333332,120.27983333333333,79.86699999999999,39.90420366381015,24
"South America",Colombia,COL_A,2021,Other,"Labour Force","Labour Force","Senior (55+)",Advanced,0.788,198.44,148.9535,49.48650000000001,24.93776456359605,16
"South America",Colombia,COL_A,2019,Other,"Labour Force","Labour Force","Child (<15)","Less than basic",0.788,396.2943333333333,245.35199999999998,150.94233333333335,38.088440998819905,5
"South America",Colombia,COL_A,2019,Other,"Labour Force","Labour Force","Child (<15)",Basic,0.788,4471.7625,2337.7325,2134.0299999999997,47.722346613891055,4
"South America",Colombia,COL_A,2019,Other,"Labour Force","Labour Force","Child (<15)",Intermediate,0.788,3521.583666666667,2557.887,963.6966666666667,27.365434358083785,6
"South America",Colombia,COL_A,2019,Other,"Labour Force","Labour Force","Child (<15)",Advanced,0.788,3318.659,3662.516,-343.85699999999997,-10.361323655126963,4
"South America",Colombia,COL_A,2019,Other,"Labour Force","Labour Force","Child (<15)","Not stated",0.788,1.39,0.392,0.9979999999999999,71.79856115107913,4
"South America",Colombia,COL_A,2019,Other,"Labour Force","Labour Force","Adults (25-54)","Less than basic",0.788,180.2470909090909,80.5602,99.6868909090909,55.30568643649778,21
"South America",Colombia,COL_A,2019,Other,"Labour Force","Labour Force","Adults (25-54)",Basic,0.788,1906.8768999999998,1026.4207000000001,880.4561999999996,46.172681624073356,20
"South America",Colombia,COL_A,2019,Other,"Labour Force","Labour Force","Adults (25-54)",Intermediate,0.788,1641.8279333333335,1231.1160000000002,410.71193333333326,25.01552842382711,30
"South America",Colombia,COL_A,2019,Other,"Labour Force","Labour Force","Adults (25-54)",Advanced,0.788,1620.0038,1823.4758000000002,-203.4720000000002,-12.559970538340725,20
"South America",Colombia,COL_A,2019,Other,"Labour Force","Labour Force","Adults (25-54)","Not stated",0.788,0.5563999999999998,0.3256666666666667,0.23073333333333307,41.46896716990172,16
"South America",Colombia,COL_A,2019,Other,"Labour Force","Labour Force","Youth (15-24)","Less than basic",0.788,141.3238888888889,63.66275,77.66113888888889,54.952591171579854,17
"South America",Colombia,COL_A,2019,Other,"Labour Force","Labour Force","Youth (15-24)",Basic,0.788,1361.429125,667.4391250000001,693.99,50.97511043771742,16
"South America",Colombia,COL_A,2019,Other,"Labour Force","Labour Force","Youth (15-24)",Intermediate,0.788,1281.57125,894.5481666666668,387.02308333333315,30.19910780093835,24
"South America",Colombia,COL_A,2019,Other,"Labour Force","Labour Force","Youth (15-24)",Advanced,0.788,1096.59075,1247.537,-150.94624999999996,-13.765048629126223,16
"South America",Colombia,COL_A,2019,Other,"Labour Force","Labour Force","Youth (15-24)","Not stated",0.788,0.42299999999999993,0.36,0.06299999999999994,14.893617021276583,10
"South America",Colombia,COL_A,2019,Other,"Labour Force","Labour Force","Senior (55+)","Less than basic",0.788,149.44424999999998,63.8485,85.59574999999998,57.27604106548093,16
"South America",Colombia,COL_A,2019,Other,"Labour Force","Labour Force","Senior (55+)",Basic,0.788,612.8782499999999,330.1675,282.71074999999985,46.12837052057238,16
"South America",Colombia,COL_A,2019,Other,"Labour Force","Labour Force","Senior (55+)",Intermediate,0.788,170.83699999999996,114.543,56.293999999999954,32.951878106030875,24
"South America",Colombia,COL_A,2019,Other,"Labour Force","Labour Force","Senior (55+)",Advanced,0.788,176.7735,126.899,49.87450000000001,28.213787700079486,16
"South America",Colombia,COL_A,2019,Other,"Labour Force","Labour Force","Senior (55+)","Not stated",0.788,0.148,NULL,NULL,NULL,4
"South America",Colombia,COL_A,2018,Other,"Labour Force","Labour Force","Child (<15)","Less than basic",0.788,429.7266666666667,189.567,240.15966666666668,55.886610093237564,6
"South America",Colombia,COL_A,2018,Other,"Labour Force","Labour Force","Child (<15)",Basic,0.788,4557.558,2437.034,2120.524,46.52763607177352,4
"South America",Colombia,COL_A,2018,Other,"Labour Force","Labour Force","Child (<15)",Intermediate,0.788,3370.3199999999997,2447.8089999999997,922.511,27.371614564789105,6
"South America",Colombia,COL_A,2018,Other,"Labour Force","Labour Force","Child (<15)",Advanced,0.788,3228.194,3586.782,-358.5880000000002,-11.108006520054253,4
"South America",Colombia,COL_A,2018,Other,"Labour Force","Labour Force","Child (<15)","Not stated",0.788,2.086,0.539,1.5469999999999997,74.16107382550334,4
"South America",Colombia,COL_A,2018,Other,"Labour Force","Labour Force","Adults (25-54)","Less than basic",0.788,169.58584615384618,85.10927272727272,84.47657342657345,49.81345751575126,24
"South America",Colombia,COL_A,2018,Other,"Labour Force","Labour Force","Adults (25-54)",Basic,0.788,1946.9123,1072.8941999999997,874.0181000000002,44.8925254619841,20
"South America",Colombia,COL_A,2018,Other,"Labour Force","Labour Force","Adults (25-54)",Intermediate,0.788,1560.6928666666665,1175.8766000000003,384.81626666666625,24.65675821845449,30
"South America",Colombia,COL_A,2018,Other,"Labour Force","Labour Force","Adults (25-54)",Advanced,0.788,1557.8183999999997,1781.6848000000002,-223.86640000000057,-14.370506857538762,20
"South America",Colombia,COL_A,2018,Other,"Labour Force","Labour Force","Adults (25-54)","Not stated",0.788,0.7758,0.3835,0.39230000000000004,50.5671564836298,14
"South America",Colombia,COL_A,2018,Other,"Labour Force","Labour Force","Youth (15-24)","Less than basic",0.788,152.74844444444446,65.7338888888889,87.01455555555556,56.965919274682555,18
"South America",Colombia,COL_A,2018,Other,"Labour Force","Labour Force","Youth (15-24)",Basic,0.788,1403.126875,695.198375,707.9284999999999,50.453634137682656,16
"South America",Colombia,COL_A,2018,Other,"Labour Force","Labour Force","Youth (15-24)",Intermediate,0.788,1242.6226666666669,864.6852500000001,377.93741666666676,30.414495631283085,24
"South America",Colombia,COL_A,2018,Other,"Labour Force","Labour Force","Youth (15-24)",Advanced,0.788,1086.7839999999999,1236.0850000000003,-149.30100000000039,-13.737872475119289,16
"South America",Colombia,COL_A,2018,Other,"Labour Force","Labour Force","Youth (15-24)","Not stated",0.788,1.709,0.539,1.17,68.4610883557636,4
"South America",Colombia,COL_A,2018,Other,"Labour Force","Labour Force","Senior (55+)","Less than basic",0.788,156.87775,75.23775,81.63999999999999,52.040521998817546,16
"South America",Colombia,COL_A,2018,Other,"Labour Force","Labour Force","Senior (55+)",Basic,0.788,607.31025,344.15074999999996,263.15950000000004,43.331970767824195,16
"South America",Colombia,COL_A,2018,Other,"Labour Force","Labour Force","Senior (55+)",Intermediate,0.788,161.35416666666666,104.39166666666667,56.96249999999999,35.30277598450613,24
"South America",Colombia,COL_A,2018,Other,"Labour Force","Labour Force","Senior (55+)",Advanced,0.788,175.05999999999997,116.5675,58.49249999999998,33.41282988689591,16
"South America",Colombia,COL_A,2018,Other,"Labour Force","Labour Force","Senior (55+)","Not stated",0.788,0.3275,NULL,NULL,NULL,8
"South America",Colombia,COL_A,2017,Other,"Labour Force","Labour Force","Child (<15)","Less than basic",0.788,436.0403333333333,205.39333333333332,230.647,52.89579480797266,6
"South America",Colombia,COL_A,2017,Other,"Labour Force","Labour Force","Child (<15)",Basic,0.788,4611.529,2541.7290000000003,2069.8,44.883161311573666,4
"South America",Colombia,COL_A,2017,Other,"Labour Force","Labour Force","Child (<15)",Intermediate,0.788,3246.547666666667,2422.8993333333333,823.6483333333335,25.369975059660817,6
"South America",Colombia,COL_A,2017,Other,"Labour Force","Labour Force","Child (<15)",Advanced,0.788,3146.012,3468.247,-322.2349999999997,-10.242650059821758,4
"South America",Colombia,COL_A,2017,Other,"Labour Force","Labour Force","Child (<15)","Not stated",0.788,2.2,0.44,1.7600000000000002,80,4
"South America",Colombia,COL_A,2017,Other,"Labour Force","Labour Force","Adults (25-54)","Less than basic",0.788,186.2524166666667,95.75227272727271,90.500143939394,48.5900508348092,23
"South America",Colombia,COL_A,2017,Other,"Labour Force","Labour Force","Adults (25-54)",Basic,0.788,1973.8011,1135.6015000000002,838.1995999999997,42.46626471127206,20
"South America",Colombia,COL_A,2017,Other,"Labour Force","Labour Force","Adults (25-54)",Intermediate,0.788,1496.0369999999998,1164.569533333333,331.4674666666667,22.156368235990605,30
"South America",Colombia,COL_A,2017,Other,"Labour Force","Labour Force","Adults (25-54)",Advanced,0.788,1519.8254,1707.1308000000001,-187.3054000000002,-12.3241393386372,20
"South America",Colombia,COL_A,2017,Other,"Labour Force","Labour Force","Adults (25-54)","Not stated",0.788,1.0428,0.233,0.8098,77.65630993479094,16
"South America",Colombia,COL_A,2017,Other,"Labour Force","Labour Force","Youth (15-24)","Less than basic",0.788,156.63011111111112,71.14366666666666,85.48644444444446,54.57855059797642,18
"South America",Colombia,COL_A,2017,Other,"Labour Force","Labour Force","Youth (15-24)",Basic,0.788,1427.048,726.534375,700.513625,49.08830151473531,16
"South America",Colombia,COL_A,2017,Other,"Labour Force","Labour Force","Youth (15-24)",Intermediate,0.788,1210.8536666666666,862.5360833333334,348.31758333333323,28.766282245501166,24
"South America",Colombia,COL_A,2017,Other,"Labour Force","Labour Force","Youth (15-24)",Advanced,0.788,1066.3774999999998,1218.30525,-151.92775000000006,-14.247088859245444,16
"South America",Colombia,COL_A,2017,Other,"Labour Force","Labour Force","Youth (15-24)","Not stated",0.788,2.123,0.44,1.6830000000000003,79.27461139896373,4
"South America",Colombia,COL_A,2017,Other,"Labour Force","Labour Force","Senior (55+)","Less than basic",0.788,157.17424999999997,76.887,80.28724999999997,51.08168163678209,16
"South America",Colombia,COL_A,2017,Other,"Labour Force","Labour Force","Senior (55+)",Basic,0.788,603.18025,340.6515,262.52875,43.5240958237608,16
"South America",Colombia,COL_A,2017,Other,"Labour Force","Labour Force","Senior (55+)",Intermediate,0.788,151.37516666666667,96.22333333333334,55.15183333333333,36.43387125365125,24
"South America",Colombia,COL_A,2017,Other,"Labour Force","Labour Force","Senior (55+)",Advanced,0.788,160.9525,109.37900000000002,51.57349999999997,32.04268340038208,16
"South America",Colombia,COL_A,2016,Other,"Labour Force","Labour Force","Child (<15)","Less than basic",0.788,444.55,196.9706666666667,247.57933333333332,55.69212312075882,6
"South America",Colombia,COL_A,2016,Other,"Labour Force","Labour Force","Child (<15)",Basic,0.788,4600.936,2608.9395,1991.9964999999997,43.29546205380818,4
"South America",Colombia,COL_A,2016,Other,"Labour Force","Labour Force","Child (<15)",Intermediate,0.788,3188.9466666666667,2325.268666666667,863.6779999999999,27.08348838278888,6
"South America",Colombia,COL_A,2016,Other,"Labour Force","Labour Force","Child (<15)",Advanced,0.788,3078.539,3453.275,-374.7359999999999,-12.172527292978904,4
"South America",Colombia,COL_A,2016,Other,"Labour Force","Labour Force","Child (<15)","Not stated",0.788,4.33,1.661,2.669,61.63972286374134,4
"South America",Colombia,COL_A,2016,Other,"Labour Force","Labour Force","Adults (25-54)","Less than basic",0.788,192.11374999999998,83.765,108.34874999999998,56.398227612547245,24
"South America",Colombia,COL_A,2016,Other,"Labour Force","Labour Force","Adults (25-54)",Basic,0.788,1980.3407999999995,1171.2387000000003,809.1020999999992,40.85671011777364,20
"South America",Colombia,COL_A,2016,Other,"Labour Force","Labour Force","Adults (25-54)",Intermediate,0.788,1465.2532666666668,1113.5414666666666,351.71180000000027,24.003481718905583,30
