category,continent,ISO_A,country_clean,year,indicator,gender,classif_type1,classif_type2,sector,value,HDI_2023,age_group,education_level,unit,value_usd,scale,population,indicator_abbr,indicator_group
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-24,"Education (Aggregate levels): Level not stated",Other,0.04,0.786,"Youth (15-24)","Not stated",thousands,0.04,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25-54,"Education (Aggregate levels): Basic",Other,0.152,0.786,"Adults (25-54)",Basic,thousands,0.152,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25-54,"Education (Aggregate levels): Intermediate",Other,1.205,0.786,"Adults (25-54)",Intermediate,thousands,1.205,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25-54,"Education (Aggregate levels): Advanced",Other,1.613,0.786,"Adults (25-54)",Advanced,thousands,1.613,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,55-64,"Education (Aggregate levels): Basic",Other,0.029,0.786,"Senior (55+)",Basic,thousands,0.029,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,55-64,"Education (Aggregate levels): Intermediate",Other,0.153,0.786,"Senior (55+)",Intermediate,thousands,0.153,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,55-64,"Education (Aggregate levels): Advanced",Other,0.18,0.786,"Senior (55+)",Advanced,thousands,0.18,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,65+,"Education (Aggregate levels): Intermediate",Other,0.029,0.786,"Senior (55+)",Intermediate,thousands,0.029,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,65+,"Education (Aggregate levels): Advanced",Other,0.056,0.786,"Senior (55+)",Advanced,thousands,0.056,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-24,"Education (ISCED-11): 2. Lower secondary education",Other,0.064,0.786,"Youth (15-24)",Intermediate,thousands,0.064,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-24,"Education (ISCED-11): 3. Upper secondary education",Other,0.12,0.786,"Youth (15-24)",Intermediate,thousands,0.12,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-24,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.111,0.786,"Youth (15-24)",Advanced,thousands,0.111,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-24,"Education (ISCED-11): 9. Not elsewhere classified",Other,0.029,0.786,"Youth (15-24)","Not stated",thousands,0.029,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25-54,"Education (ISCED-11): X. No schooling",Other,0.024,0.786,"Adults (25-54)","Less than basic",thousands,0.024,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25-54,"Education (ISCED-11): 0. Early childhood education",Other,0.089,0.786,"Adults (25-54)","Less than basic",thousands,0.089,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25-54,"Education (ISCED-11): 1. Primary education",Other,0.091,0.786,"Adults (25-54)",Basic,thousands,0.091,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25-54,"Education (ISCED-11): 2. Lower secondary education",Other,0.33,0.786,"Adults (25-54)",Intermediate,thousands,0.33,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25-54,"Education (ISCED-11): 3. Upper secondary education",Other,1.457,0.786,"Adults (25-54)",Intermediate,thousands,1.457,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25-54,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.352,0.786,"Adults (25-54)",Advanced,thousands,0.352,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25-54,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,1.238,0.786,"Adults (25-54)",Advanced,thousands,1.238,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25-54,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.33,0.786,"Adults (25-54)",Advanced,thousands,0.33,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25-54,"Education (ISCED-11): 7. Master's or equivalent level",Other,0.056,0.786,"Adults (25-54)",Advanced,thousands,0.056,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,55-64,"Education (ISCED-11): 2. Lower secondary education",Other,0.076,0.786,"Senior (55+)",Intermediate,thousands,0.076,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,55-64,"Education (ISCED-11): 3. Upper secondary education",Other,0.286,0.786,"Senior (55+)",Intermediate,thousands,0.286,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,55-64,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.035,0.786,"Senior (55+)",Advanced,thousands,0.035,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,55-64,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.146,0.786,"Senior (55+)",Advanced,thousands,0.146,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,55-64,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.038,0.786,"Senior (55+)",Advanced,thousands,0.038,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,65+,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.054,0.786,"Senior (55+)",Advanced,thousands,0.054,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-24,"Education (ISCED-11): 3. Upper secondary education",Other,0.072,0.786,"Youth (15-24)",Intermediate,thousands,0.072,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-24,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.089,0.786,"Youth (15-24)",Advanced,thousands,0.089,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-24,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.123,0.786,"Youth (15-24)",Advanced,thousands,0.123,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-24,"Education (ISCED-11): 9. Not elsewhere classified",Other,0.04,0.786,"Youth (15-24)","Not stated",thousands,0.04,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25-54,"Education (ISCED-11): 2. Lower secondary education",Other,0.142,0.786,"Adults (25-54)",Intermediate,thousands,0.142,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25-54,"Education (ISCED-11): 3. Upper secondary education",Other,0.974,0.786,"Adults (25-54)",Intermediate,thousands,0.974,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25-54,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.231,0.786,"Adults (25-54)",Advanced,thousands,0.231,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25-54,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,1.064,0.786,"Adults (25-54)",Advanced,thousands,1.064,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25-54,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.476,0.786,"Adults (25-54)",Advanced,thousands,0.476,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25-54,"Education (ISCED-11): 7. Master's or equivalent level",Other,0.065,0.786,"Adults (25-54)",Advanced,thousands,0.065,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,55-64,"Education (ISCED-11): 2. Lower secondary education",Other,0.029,0.786,"Senior (55+)",Intermediate,thousands,0.029,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,55-64,"Education (ISCED-11): 3. Upper secondary education",Other,0.153,0.786,"Senior (55+)",Intermediate,thousands,0.153,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,55-64,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.115,0.786,"Senior (55+)",Advanced,thousands,0.115,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,55-64,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.049,0.786,"Senior (55+)",Advanced,thousands,0.049,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-24,"Education (Aggregate levels): Basic",Other,0.064,0.786,"Youth (15-24)",Basic,thousands,0.064,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-24,"Education (Aggregate levels): Intermediate",Other,0.137,0.786,"Youth (15-24)",Intermediate,thousands,0.137,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-24,"Education (Aggregate levels): Advanced",Other,0.119,0.786,"Youth (15-24)",Advanced,thousands,0.119,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-24,"Education (Aggregate levels): Level not stated",Other,0.029,0.786,"Youth (15-24)","Not stated",thousands,0.029,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25-34,"Education (Aggregate levels): Less than basic",Other,0.042,0.786,"Adults (25-54)","Less than basic",thousands,0.042,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25-34,"Education (Aggregate levels): Basic",Other,0.124,0.786,"Adults (25-54)",Basic,thousands,0.124,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25-34,"Education (Aggregate levels): Intermediate",Other,0.472,0.786,"Adults (25-54)",Intermediate,thousands,0.472,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25-34,"Education (Aggregate levels): Advanced",Other,0.419,0.786,"Adults (25-54)",Advanced,thousands,0.419,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,35-44,"Education (Aggregate levels): Less than basic",Other,0.039,0.786,"Adults (25-54)","Less than basic",thousands,0.039,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,35-44,"Education (Aggregate levels): Basic",Other,0.148,0.786,"Adults (25-54)",Basic,thousands,0.148,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,35-44,"Education (Aggregate levels): Intermediate",Other,0.684,0.786,"Adults (25-54)",Intermediate,thousands,0.684,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,35-44,"Education (Aggregate levels): Advanced",Other,0.692,0.786,"Adults (25-54)",Advanced,thousands,0.692,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,45-54,"Education (Aggregate levels): Basic",Other,0.149,0.786,"Adults (25-54)",Basic,thousands,0.149,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,45-54,"Education (Aggregate levels): Intermediate",Other,0.652,0.786,"Adults (25-54)",Intermediate,thousands,0.652,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,45-54,"Education (Aggregate levels): Advanced",Other,0.517,0.786,"Adults (25-54)",Advanced,thousands,0.517,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,55-64,"Education (Aggregate levels): Basic",Other,0.079,0.786,"Senior (55+)",Basic,thousands,0.079,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,55-64,"Education (Aggregate levels): Intermediate",Other,0.322,0.786,"Senior (55+)",Intermediate,thousands,0.322,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,55-64,"Education (Aggregate levels): Advanced",Other,0.205,0.786,"Senior (55+)",Advanced,thousands,0.205,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,65+,"Education (Aggregate levels): Advanced",Other,0.081,0.786,"Senior (55+)",Advanced,thousands,0.081,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-24,"Education (Aggregate levels): Intermediate",Other,0.161,0.786,"Youth (15-24)",Intermediate,thousands,0.161,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-24,"Education (Aggregate levels): Advanced",Other,0.148,0.786,"Youth (15-24)",Advanced,thousands,0.148,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-24,"Education (Aggregate levels): Level not stated",Other,0.04,0.786,"Youth (15-24)","Not stated",thousands,0.04,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25-34,"Education (Aggregate levels): Basic",Other,0.037,0.786,"Adults (25-54)",Basic,thousands,0.037,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25-34,"Education (Aggregate levels): Intermediate",Other,0.29,0.786,"Adults (25-54)",Intermediate,thousands,0.29,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25-34,"Education (Aggregate levels): Advanced",Other,0.503,0.786,"Adults (25-54)",Advanced,thousands,0.503,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,35-44,"Education (Aggregate levels): Basic",Other,0.049,0.786,"Adults (25-54)",Basic,thousands,0.049,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,35-44,"Education (Aggregate levels): Intermediate",Other,0.438,0.786,"Adults (25-54)",Intermediate,thousands,0.438,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,35-44,"Education (Aggregate levels): Advanced",Other,0.562,0.786,"Adults (25-54)",Advanced,thousands,0.562,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,45-54,"Education (Aggregate levels): Basic",Other,0.066,0.786,"Adults (25-54)",Basic,thousands,0.066,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,45-54,"Education (Aggregate levels): Intermediate",Other,0.477,0.786,"Adults (25-54)",Intermediate,thousands,0.477,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,45-54,"Education (Aggregate levels): Advanced",Other,0.548,0.786,"Adults (25-54)",Advanced,thousands,0.548,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,55-64,"Education (Aggregate levels): Basic",Other,0.029,0.786,"Senior (55+)",Basic,thousands,0.029,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,55-64,"Education (Aggregate levels): Intermediate",Other,0.153,0.786,"Senior (55+)",Intermediate,thousands,0.153,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,55-64,"Education (Aggregate levels): Advanced",Other,0.18,0.786,"Senior (55+)",Advanced,thousands,0.18,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,65+,"Education (Aggregate levels): Intermediate",Other,0.029,0.786,"Senior (55+)",Intermediate,thousands,0.029,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,65+,"Education (Aggregate levels): Advanced",Other,0.056,0.786,"Senior (55+)",Advanced,thousands,0.056,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-24,"Education (ISCED-11): 2. Lower secondary education",Other,0.064,0.786,"Youth (15-24)",Intermediate,thousands,0.064,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-24,"Education (ISCED-11): 3. Upper secondary education",Other,0.12,0.786,"Youth (15-24)",Intermediate,thousands,0.12,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-24,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.111,0.786,"Youth (15-24)",Advanced,thousands,0.111,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-24,"Education (ISCED-11): 9. Not elsewhere classified",Other,0.029,0.786,"Youth (15-24)","Not stated",thousands,0.029,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25-34,"Education (ISCED-11): 2. Lower secondary education",Other,0.093,0.786,"Adults (25-54)",Intermediate,thousands,0.093,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25-34,"Education (ISCED-11): 3. Upper secondary education",Other,0.356,0.786,"Adults (25-54)",Intermediate,thousands,0.356,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25-34,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.116,0.786,"Adults (25-54)",Advanced,thousands,0.116,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25-34,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.376,0.786,"Adults (25-54)",Advanced,thousands,0.376,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25-34,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.043,0.786,"Adults (25-54)",Advanced,thousands,0.043,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,35-44,"Education (ISCED-11): 0. Early childhood education",Other,0.03,0.786,"Adults (25-54)","Less than basic",thousands,0.03,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,35-44,"Education (ISCED-11): 2. Lower secondary education",Other,0.118,0.786,"Adults (25-54)",Intermediate,thousands,0.118,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,35-44,"Education (ISCED-11): 3. Upper secondary education",Other,0.54,0.786,"Adults (25-54)",Intermediate,thousands,0.54,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,35-44,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.144,0.786,"Adults (25-54)",Advanced,thousands,0.144,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,35-44,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.521,0.786,"Adults (25-54)",Advanced,thousands,0.521,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,35-44,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.147,0.786,"Adults (25-54)",Advanced,thousands,0.147,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,45-54,"Education (ISCED-11): 1. Primary education",Other,0.03,0.786,"Adults (25-54)",Basic,thousands,0.03,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,45-54,"Education (ISCED-11): 2. Lower secondary education",Other,0.118,0.786,"Adults (25-54)",Intermediate,thousands,0.118,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,45-54,"Education (ISCED-11): 3. Upper secondary education",Other,0.561,0.786,"Adults (25-54)",Intermediate,thousands,0.561,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,45-54,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.091,0.786,"Adults (25-54)",Advanced,thousands,0.091,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,45-54,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.342,0.786,"Adults (25-54)",Advanced,thousands,0.342,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,45-54,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.141,0.786,"Adults (25-54)",Advanced,thousands,0.141,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,45-54,"Education (ISCED-11): 7. Master's or equivalent level",Other,0.032,0.786,"Adults (25-54)",Advanced,thousands,0.032,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,55-64,"Education (ISCED-11): 2. Lower secondary education",Other,0.076,0.786,"Senior (55+)",Intermediate,thousands,0.076,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,55-64,"Education (ISCED-11): 3. Upper secondary education",Other,0.286,0.786,"Senior (55+)",Intermediate,thousands,0.286,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,55-64,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.035,0.786,"Senior (55+)",Advanced,thousands,0.035,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,55-64,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.146,0.786,"Senior (55+)",Advanced,thousands,0.146,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,55-64,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.038,0.786,"Senior (55+)",Advanced,thousands,0.038,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,65+,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.054,0.786,"Senior (55+)",Advanced,thousands,0.054,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-24,"Education (ISCED-11): 3. Upper secondary education",Other,0.072,0.786,"Youth (15-24)",Intermediate,thousands,0.072,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-24,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.089,0.786,"Youth (15-24)",Advanced,thousands,0.089,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-24,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.123,0.786,"Youth (15-24)",Advanced,thousands,0.123,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-24,"Education (ISCED-11): 9. Not elsewhere classified",Other,0.04,0.786,"Youth (15-24)","Not stated",thousands,0.04,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25-34,"Education (ISCED-11): 2. Lower secondary education",Other,0.037,0.786,"Adults (25-54)",Intermediate,thousands,0.037,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25-34,"Education (ISCED-11): 3. Upper secondary education",Other,0.202,0.786,"Adults (25-54)",Intermediate,thousands,0.202,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25-34,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.088,0.786,"Adults (25-54)",Advanced,thousands,0.088,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25-34,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.332,0.786,"Adults (25-54)",Advanced,thousands,0.332,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25-34,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.16,0.786,"Adults (25-54)",Advanced,thousands,0.16,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,35-44,"Education (ISCED-11): 2. Lower secondary education",Other,0.049,0.786,"Adults (25-54)",Intermediate,thousands,0.049,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,35-44,"Education (ISCED-11): 3. Upper secondary education",Other,0.387,0.786,"Adults (25-54)",Intermediate,thousands,0.387,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,35-44,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.051,0.786,"Adults (25-54)",Advanced,thousands,0.051,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,35-44,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.428,0.786,"Adults (25-54)",Advanced,thousands,0.428,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,35-44,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.088,0.786,"Adults (25-54)",Advanced,thousands,0.088,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,35-44,"Education (ISCED-11): 7. Master's or equivalent level",Other,0.037,0.786,"Adults (25-54)",Advanced,thousands,0.037,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,45-54,"Education (ISCED-11): 2. Lower secondary education",Other,0.056,0.786,"Adults (25-54)",Intermediate,thousands,0.056,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,45-54,"Education (ISCED-11): 3. Upper secondary education",Other,0.385,0.786,"Adults (25-54)",Intermediate,thousands,0.385,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,45-54,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.092,0.786,"Adults (25-54)",Advanced,thousands,0.092,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,45-54,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.304,0.786,"Adults (25-54)",Advanced,thousands,0.304,absolute,17715,LF,"Labour Force"
